NDGT-91||hit what is now that Yucatan Peninsula and obliterated More than 70% of Earth's flora and fauna including all the same as outside dinosaurs
NDGT-92||Extinction this ecological catastrophe enabled our mammal ancestors to fill freshly vacant niches rather than continue to serve as hors d'oeuvres for T-Rex
NDGT-93||one big brained branch of these mammals that which we call primates evolved the genus and species Homo sapiens with sufficient intelligence to invent methods and tools of science and to deduce the origin and evolution of the universe
NDGT-94||what happened before all this what happened before the beginning
NDGT-95||astrophysicists have no idea or rather our most creative ideas have little or no grounding in experimental science
NDGT-96||in response some religious people assert with a tinge of righteousness that something must have started it all
NDGT-97||force greater than all others a source from which everything is shoes a prime mover in the mind of such a person that something is of course God
NDGT-98||but what if the universe was always there in a state or condition we have yet to identify
NDGT-100||these philosophically fun ideas usually satisfied nobody
NDGT-101||nonetheless they remind us to the ignorance is the natural state of mind for a research scientist
NDGT-102||people who believe they're ignorant of nothing have neither look for North stumbled upon the boundary between what is known and unknown in the universe
NDGT-103||what we do now and what we can assert without further hesitation is that the Universe had a beginning do you know
NDGT-104||continues to evolve and yes every one of our bodies atoms is traceable to the big bang and to the thermonuclear furnaces within high mass stars that exploded more than 5 billion years ago
NDGT-105||we are Stardust brought to life than empowered by the universe to figure itself out
NDGT-106||and we have only just begun chapter 2
NDGT-107||honors as in the heavens until Sir Isaac Newton wrote down the universal law of gravitation nobody had any reason to presume that the laws of physics at home with the same everywhere else in the universe
NDGT-108||Earth had Earthly things going on and Heavens had Heavenly things going on
NDGT-109||according to Christian teachings of the day God control the heavens rendering them unknowable to our feeble mortal Minds
NDGT-110||when Newton Reach This philosophical barrier by rendering almost
NDGT-111||comprehensible and predictable some theologians criticized him for leaving nothing for the Creator to do
NDGT-112||Newton had figured out that the force of gravity pulling right apples from the orchard also guideposts objects along their curved trajectories and directs the moon in its orbit around Earth
NDGT-113||Newton's law of gravity also guides planets asteroids and comets and their orbits around the Sun and keeps hundreds of billions of stars in orbit within our Milky Way galaxy
NDGT-114||this universality of physical laws Drive scientific discovery like nothing else
NDGT-115||gravity was just the beginning imagine the excitement among 19th century astronomers when laboratory prisms which brake light beings into a spectrum of colors with first turn to the Sun
NDGT-116||Spectra are not only beautiful but contain noodles have information about the light emitting object including its temperature and composition
NDGT-117||chemical elements billing cells by their unique patterns of light or dark band that cut across the Spectrum
NDGT-118||to people's delight and amazement the chemical signatures on the sun right denticle to those in the laboratory
NDGT-119||no longer the exclusive tool of Kemet the prison showed that as different as the Sun is from Earth in size mass temperature location and appearance
NDGT-120||we both contain the same stuff hydrogen carbon oxygen nitrogen calcium iron so forth
NDGT-121||but more important than our laundry list of shared ingredients was the recognition that the laws of physics prescribing the formation of the spectral signatures on the sun with the same laws operating on Earth 93 million miles away
NDGT-122||souffrant was this concept of universality that it was successfully applied in reverse
NDGT-123||further analysis of the sun Spectrum revealed the signature of an element that had no known count
NDGT-124||what on Earth being of the Sun the new substance was given a name derived from the Greek word Helios the Sun
NDGT-125||and was only later discovered in the lab thus helium became the first and only element in the chemist periodic table to be discovered someplace other than Earth
NDGT-126||okay the laws of physics work in the solar system but do they work across the Galaxy Across the Universe across time itself
NDGT-127||step-by-step the walls were tested nearby Stars also revealed familiar chemical distant binary Stars bound and mutual orbit seem to know all about Newton's laws of gravity
NDGT-128||for the same reason so do binary galaxies
NDGT-129||and like a geologist stratified sediments would serve as a timeline of Earthly events the farther away we look in Space the further back in time we see
NDGT-130||Spectra from the most distant objects in the universe show the same time
NDGT-131||signatures that we see nearby in space and in time
NDGT-132||troop heavy elements were less abundant back then they are manufactured primarily in subsequent generations of exploding stars but the laws describing the atomic and molecular process these that created these special signatures remain intact
NDGT-133||in particular the quantity known as the fine structure constant which controls the basic fingerprinting for every element must have remained unchanged for billions of years
NDGT-135||when spectral analysis was first applied to the light emitted by Interstellar nebulae a signature was discovered that once again had no counterpart on Earth at the time that.
NDGT-136||table of elements and no obvious place for a new element to fit in response astrophysicists invented the name nebula Liam as a placeholder until they can figure out what was going on
NDGT-137||turned out that is space gaseous nebulae are so rarefied that atoms go long stretches without colliding
NDGT-138||under these conditions electron can do things within atoms that have never before been seen in Earth labs
NDGT-139||nebula it was simply the signature of ordinary oxygen doing extraordinary things
NDGT-141||diether outstretch appendage is a hand would be considered an act of war or peace
NDGT-142||your best hope is to find a way to communicate using the language of science
NDGT-143||such an attempt was made in the 1970s with Pioneer 10 and 11 and 43 1 and 2
NDGT-144||all for spacecraft wind out with enough energy after gravity assist from the giant planets to escape the solar system entirely
NDGT-145||Pioneer wore a golden etched plaque that showed and scientific pictograms the layout of our solar system our location in the Milky Way galaxy and the structure of the hydrogen atom
NDGT-146||Voyager went further and also included a gold record album containing diverse sounds from Mother Earth including the human heartbeat whale songs and musical selection from around the world including the works of Beethoven and Chuck Berry
NDGT-147||what was humanise the message it's not clear whether alien ears would have a clue
NDGT-148||they were listening to assuming they have ears in the first place
NDGT-149||my favorite parody of this gesture was a skit on NBC Saturday Night Live shortly after the Voyager launched in which they showed a written reply from the alien recover the spacecraft the note simply requested send more Chuck Berry
NDGT-150||Science Drive not only of the universality of physical laws but also on the existence and Persistence of physical constants
NDGT-151||the constant of gravitation known by most scientists as Big G supplies Newton's equation of gravity with the measure of how strong the force will be this quantity has been implicit Lee tested for variation over eons
NDGT-152||if you do the math you can determine that a star's Luminosity is steeply dependent on Big G
NDGT-153||in other words if BG had been even slightly different in the past than the energy output of the sun would have been far more variable than anything the biological climb
NDGT-154||logical or geological records indicate
NDGT-155||such is the uniformity of our universe
NDGT-156||among all constant the speed of light is the most famous
NDGT-157||no matter how fast you go you will never overtake a beam of light
NDGT-158||why not no experiment ever conducted as ever revealed an object of any form reaching the speed of light
NDGT-159||well tested laws of physics predict an account for that fact
NDGT-160||I know these statements sound close-minded some of those boneheaded science-based proclamations in the past and underestimated the Ingenuity of inventors and engineers
NDGT-161||we will never fly fly it will never be commercially feasible we will never split the atom you will never break the sound barrier we will never go to the Moon
NDGT-162||what they have in common is that no established law of physics to it in their way
NDGT-163||the claim you will never outrun a beam of light Issaquah
NDGT-164||potato flea different prediction it flows from basic time-tested physical principles
NDGT-165||highway signs for Interstellar travel to the future will justifiably read the speed of light it's not just a good idea it's the law
NDGT-166||unlike getting caught speeding on Earth Road the good thing about the laws of physics is that they require no law enforcement agencies to maintain them although I did once owned a geeky t-shirt they proclaimed obey gravity
NDGT-167||all measurements suggest that the known fundamental constants and the physical laws that reference them are neither time-dependent nor location-dependent their truly constant and Universal
NDGT-168||many natural phenomena manifest multiple physical laws operating at once
NDGT-169||this fact often complicates the analysis and in most cases requires high-performance Computing to calculate what's going on and to keep track of important
NDGT-171||climate and weather represent other leading examples of complicated and difficult to predict phenomena
NDGT-172||what's a basic laws governing them are still at work
NDGT-173||Jupiter's Great Red Spot a raging anticyclone it's been going strong for at least 350 years is driven by identical physical processes that generates storms on Earth and elsewhere in the solar system
NDGT-174||another class of universal truths is the conservation laws with the amount of some measure quantity remains unchanged no matter what
NDGT-175||three most important are the conservation of mass and energy conservation of linear and angular momentum and the conservation of electric charge
NDGT-176||these laws are in evidence on Earth and everywhere we have thought to look from the domain particle physics to the large-scale structure of the universe
NDGT-178||may be composed of exotic particles that we have yet to discover or identify
NDGT-179||small minardi of astrophysicists however are unconvinced and if suggested that there was no dark matter you just need to modify Newton's law gravity simply add a few components to the equations and all will be well
NDGT-180||perhaps one day we will learn that Newton's gravity indeed requires adjustment that'll be okay it is happened once before Einstein's 1916 General series
NDGT-181||tivity expanded on the principles of Newton's gravity in a way that also apply to object of extremely high mass
NDGT-182||Newton's law of gravity breaks down in this expanded realm which was unknown to him
NDGT-183||the lesson here is that our confidence flows to the range of conditions over which the law has been tested and verified
NDGT-184||the broader that range the more potent and Powerful the law becomes in describing the cosmos for ordinary household gravity Newton's law works just fine it got us to the moon and returned safely to Earth in 1969
NDGT-186||do the scientist the universality of physical laws makes the cosmos A marvelously simple place
NDGT-187||by comparison human nature the psychologist domain is infinitely more daunting
NDGT-188||in America local school boards vote on subject to be taught in the classroom
NDGT-189||some cases votes are cast according to the whims of cultural political or religious tithes around-the-world varying belief system lead to political differences that are not always resolved peacefully
NDGT-190||the power and beauty of physical laws is that they apply everywhere whether or not you choose to believe in them
NDGT-191||in other words after the laws of physics everything else is opinion
NDGT-192||not the scientist don't argue we do a lot but when we do we typically Express opinions about the interpretation of insufficient or ratty data on the bleeding Frontier of our knowledge wherever and whenever a physical law can be invoked in the
NDGT-193||the debate is guaranteed to be brief
NDGT-195||you could in principle perform the stunts if you manage to let forth a powerful and sustained exhaust the flatulence
NDGT-196||knowledge of physical laws can in some cases give you the confidence to confront Surly people
NDGT-197||a few years ago I was having a hot cocoa nightcap at a dessert shop in Pasadena California or did it with whipped cream of course when it arrived at the table I saw a no trace of the stuff
NDGT-198||after I told the waiter that Mike Coco had no whipped cream is certain
NDGT-200||unconvinced he defiantly brought over a dollop of whipped cream to demonstrate his claim
NDGT-201||after bobbing once or twice the whipped cream Rose to the top safely afloat
NDGT-202||what better proof do you need of the universality of physical law
NDGT-203||chapter 3 let there be light
NDGT-204||after the big bang the main agenda of the cosmos with expansion ever diluting the concentration of energy that filled space
NDGT-205||with each passing moment the universe got a little bit bigger a little bit cooler and a little bit dimmer
NDGT-207||any Photon you detected had Kareem off an electron right in front of your nose Nano and PS earlier a billion and a trillion to the second
NDGT-208||that's the largest distance that information can travel before Reaching Your Eyes the entire universe was simply a glowing opaque fog in every direction you look
NDGT-209||the sun and the Stars behave this way to
NDGT-210||as the temperature drops particles move more and more slowly and so right about then when the temperature of the universe first dipped below a red-hot sweet thousand degrees K electron
NDGT-211||slow down just enough to be captured by passing protons thus bringing full-fledged atoms into the world
NDGT-214||what's next on the Spectrum today the universe is expanded by a factor of 1,000 from the time photons were set free and so the cosmic background has interned cooled by
NDGT-215||after 1000 all the visible light photons from that epic have become 1/1000 is energetic there now microwaves which is where we derive the modern moniker Cosmic microwave background or CMB for short
NDGT-216||keep this up and 50 billion years from now astrophysicists will be writing about the cosmic radio wave background
NDGT-217||when something goes from being heated it emits light in all parts of the spectrum but will always Peak somewhere
NDGT-218||per household lamps that still use glowing metal filament the bulbs all peak in the infrared which is the single greatest contributor to their inefficiency as a source of visible light
NDGT-219||our senses detect infrared only the form of warmth on our skin
NDGT-220||the LED Revolution and advanced lighting technology creates pure visible light without wasting water John invisible parts of the spectrum that's how you can get crazy-sounding sentences on packaging like 7 w
NDGT-221||LED replace a 60-watt incandescent
NDGT-222||being the remnant of something that was once brilliantly ago the CMP has the profile we expect of a radiant but cooling object
NDGT-223||the peaks in one part of the spectrum but radiates in other parts of the spectrum as well in this case beside peaking in microwaved the CMB also gives off some radio waves at a vanishingly small number of photons of higher energy
NDGT-224||in the mid-twentieth century the subfield of cosmology not to be confused with cosmetology didn't have much data and where data are sparse competing ideas of bound that are clever and Wishful
NDGT-228||pause for a moment Herman and Alfred
NDGT-229||use Atomic physics freshly gleaned in a lab and applied it to hypothesize conditions in the early Universe from this the extrapolated billions of years forward calculating what temperature the universe should be today
NDGT-230||that their prediction even remotely approximated the right answer is a stunning Triumph of human inside
NDGT-232||the first direct observation of the cosmic microwave background was made inadvertently in 1964 by American physicist Arno penzias and Rob
NDGT-233||Wilson at Bell Telephone Laboratories the research branch of AT&T
NDGT-235||they would not cuz Mahalo gist they were techno Wizards holding a microwave receiver and unaware of the gam of Herman and Alfred predictions
NDGT-237||buy but one part of the signal didn't go away and they just couldn't figure out how to eliminate it finally they look inside their antennae and saw pigeons nesting there
NDGT-238||they were worried that a white dielectric substance pigeon poop might be responsible for the signal because they detected it no matter what direction the detector appointed
NDGT-239||after cleaning out the dielectric substance the interference dropped a little bit but a leftover signal remain
NDGT-240||the paper they published in 1965 was all about this unaccountable excess antenna temperature
NDGT-241||meanwhile team of physicists at Princeton led by Robert Dickey was building a detector specifically to find the CMB
NDGT-242||but they didn't have the resources of bell Labs so their work went a little slower
NDGT-243||in the moment Dickey and his colleagues heard about penzias and Wilson's work the Princeton team knew exactly what they observed excess antenna temperature was
NDGT-244||everything fit especially the temperature itself and that the signal came from every direction in the sky
NDGT-245||1978 penzias and Wilson won the Nobel Prize for their discovery
NDGT-249||in the Big Bang model this Cyanogen and distant younger galaxies gets bathed in a warmer cosmic background in the Cyanogen in our own Milky Way galaxy
NDGT-250||and that's exactly what we observe you can't make this stuff up
NDGT-252||unimpeded across the universe as carriers of this information
NDGT-253||the spot where each Photon began its cross Cosmo's journey is weird head smacked into the last electron that would ever stand in its way
NDGT-256||when matter accumulated the strength of gravity grew enabling more and more matter
NDGT-257||together these Regency to the formation of galaxies superclusters while other regions were left relatively empty
NDGT-259||starting its pattern is like performing some sort of cosmic phrenology as we analyze the skull bumps of the infant Universe when constrained by other observations of the Contemporary and distant Universe the CMB and they
NDGT-261||from here it's been straightforward to tell whether or not the universe will expand forever
NDGT-262||ordinary matter is what we're all made of it has gravity and interacts with light
NDGT-263||dark matter is a mysterious substance that has gravity but does not interact with light in any known way
NDGT-264||dark energy is a mysterious pressure in the vacuum of space that act in the opposite direction of gravity force in the universe to expand faster than it otherwise would
NDGT-265||what are phrenological exam says is that we understand how do you know
NDGT-266||misbehaved but that most of the universe is made of stuff about which we are clueless
NDGT-268||the simple discovery of the cosmic microwave background turn cosmology into something more than mythology
NDGT-269||but it was the accurate and detailed map of the cosmic microwave background that turn cosmology into a modern science
NDGT-270||cuz I'll just have plenty of ego how could you not when your job is to deduce what brought the universe into existence
NDGT-271||without data your explanations were just hypotheses now each new observation each morsel of data wields a two-edged sword it enables cosmology to thrive on
NDGT-272||kind of foundation it's so much of the rest of science enjoys but it also constrains theories that people thought up when there wasn't enough data to say whether they were right or wrong
NDGT-273||no science achieves maturity without it
NDGT-274||chapter 4 betraying the galaxies
NDGT-275||in the grand tally of cosmic constituents galaxies are with typically gave counted latest estimates show that the observable universe may contain 100 billion of them
NDGT-276||bright and beautiful and packed with stars galaxies decorate the dark boys of space like cities across the country at night but just how voided is the void of space
NDGT-277||how empty is the countryside between cities just because galaxies are in your face and just because they would have us believe that nothing else matters the universe may nonetheless contain hard-to-detect things between the galaxies maybe those things are more
NDGT-278||anger more important to the evolution of the universe than the galaxies themselves
NDGT-279||our own spiral-shaped galaxy The Milky Way is named for its spilled milk appearance to the unaided eye across earth nighttime sky
NDGT-280||indeed the very word Galaxy derives from the Greek galaxias milk
NDGT-281||our pair of nearest neighbor Galaxy six hundred thousand light-years distant are both small and irregularly shaped
NDGT-282||Ferdinand Magellan's ships log identified the cosmic object during his famous round-the-world voyage in 1519
NDGT-283||it is honor we call them the large and small magellanic clouds and they're visible primarily from the southern hemisphere as a pair of cloud like splotches on the sky parked beyond the stars
NDGT-284||the nearest galaxy larger than our own is 2 million light-years away beyond the stars that race the constellation Andromeda this spiral galaxy is starkly dubbed the great nebula in
NDGT-285||Trump is a somewhat more massive and luminous twin of the Milky Way
NDGT-286||news that the name for each system lacks reference to the existence of stars Milky Way magellanic Cloud Andromeda nebula all three were named before telescopes were invented so they could not get be resolved into their Stellar constituencies
NDGT-287||as detailed in chapter 9 without the benefit of telescopes operating in multiple bands of light we might still declare the space between the galaxies to be empty
NDGT-289||looks like that one could argue that all the fun in the universe happens between the galaxies rather than within them
NDGT-290||in any reliably surveyed volume of space dwarf galaxies outnumber large Galaxy by more than 10 21
NDGT-291||the first essay I ever wrote on the universe in the early 1980s was titled the galaxies in the Seven Dwarfs referring to the Milky Way's diminutive nearby family
NDGT-292||since then the tally of local dwarf galaxies has been counted in the dozens while full-blooded galaxies contain hundreds of billions of stars dwarf galaxies can have as few as a million which renders them a hundred thousand times harder to detect
NDGT-293||the Wonder they're still being discovered in front of our noses
NDGT-294||images of dwarf galaxies that no longer manufacture Stars tend to look like tiny boring smudges
NDGT-295||those doors that dew form stars are all irregularly-shaped and quite frankly or a sorry-looking what dwarf Galaxies have three
NDGT-297||you'll find most known dwarf galaxies hanging out near bigger galaxies in orbit around them Like Satellites the to magellanic clouds are part of the Milky Way is dwarf family
NDGT-298||what's the live satellite galaxies can be quite hazardous most computer models of their orbit show a slow Decay that ultimately result in the hapless doors getting ripped apart and then eaten by the main gal
NDGT-301||other stores remain a drift about 10% of all large galaxies show evidence of a major graph
NDGT-302||patient encounter with another large Galaxy and that rate maybe five times higher among galaxies and clusters
NDGT-303||with all this Mayhem how much Galactic Flotsam permeate Intergalactic space especially within clusters
NDGT-304||nobody knows for sure the measurement is difficult because isolated stars or too dim to detect individually
NDGT-305||we must rely on detecting a faint glow produced by the Light Of All Stars combined
NDGT-306||in fact observations of clusters to text just such a glow between the galaxies suggesting that there may be as many Vagabond homeless stars as there are stars within the galaxies themselves
NDGT-308||you not so isolated supernovas May betray and tire populations of undetected Stars
NDGT-309||supernovas are stars that have blown themselves to Smithereens and in the process have temporarily over several weeks increase their Luminosity a billion fold making them visible Across the Universe
NDGT-310||well it doesn't homeless supernovas is a relatively small number many more may await Discovery since most Supernova researches systematically monitor known galaxies and not empty space
NDGT-312||the very movement of gas-rich galaxies through this medium eventually strips them of their own gas forcing
NDGT-314||in the rest of space outside of clusters there's a population of galaxies that thrive long ago as already noted looking out into the cosmos is analogous to a geologist looking across sedimentary Strata with a history of rock formation is laid out in full View
NDGT-315||Cosmic distances are so bad that the travel time for light to reach us can be millions or even billions of years
NDGT-316||when the universe was half its current age a very blue and very faint species of intermediate size Galaxy thrived we see them
NDGT-317||they hail from a long time ago representing galaxies Far Far Away there blue comes from the glow of freshly form short-lived high-mass high temperature high Luminosity Stars
NDGT-319||it all their Stars burnout have they become invisible corpses strewn throughout the Universe did they evolved into the familiar dwarf galaxies of today or were they all eaten by larger galaxies we do not know what their place in the timeline of cosmic history is certain
NDGT-320||call the stuff between the big galaxies we might expect some of it to him
NDGT-321||your review of what lies Beyond this could be a problem for the most distant objects in the universe such as quasars quasars or superluminous Galaxy Kors whose light has typically been traveling for billions of years across space before reaching our telescopes
NDGT-322||as extremely distant sources of light they make ideal guinea pigs for the detection of intervening junk
NDGT-324||every known Quasar reveals these hydrogen features
NDGT-325||we conclude that the hydrogen clouds are everywhere in the universe and as expected the farther Quasar the more clouds are present in the Spectrum
NDGT-327||meanwhile Quasar like commonly passes through regions of space that can tame monsters sources of gravity which wreak havoc on the quasars image
NDGT-328||these are often hard to detect because they may be composed of ordinary matter that is simply too dim and distant or maybe zones of Dark Matters such as what occupies the center isn't surrounding regions of Galaxy clusters
NDGT-329||in either case where there is mass there is gravity and where there's gravity there is
NDGT-331||depending on the mass of the lens itself and the geometry of the line of sight alignment the lensing action can magnify distort we can split the background source of light into multiple images just like Funhouse mirrors at arcades
NDGT-332||what are the most distant known objects in the universe is not a quasar but an ordinary Galaxy whose feeble light has been magnified significantly by the action of an intervening gravitational lens
NDGT-333||we may henceforth need to rely upon these Intergalactic telescopes to appear where and when ordinary telescopes cannot reach and dust reveal the future holders of the cosmic discs
NDGT-335||their Argent continues to be a mystery but most of these charged particles are protons the nuclei of hydrogen atoms and are moving at 99.9999
NDGT-338||chapter 5 dark matter
NDGT-339||Gravity the most familiar Nature's forces office of simultaneously the best and the least understood phenomena in nature
NDGT-341||it took the mind of the last Century's most brilliant and influential person Albert Einstein to show that we can more accurately describe gravity's action-at-a-distance as a warp in the fabric of space-time produced by any combination of matter and energy
NDGT-342||Einstein demonstrated that Newton's Theory requires some modification to describe gravity accurately to predict for example
NDGT-343||which light rays will bend when they pass by a massive object although Einstein's equations are fancier than Newton's they nicely accommodate the matter that we have come to know and love matter that we can see touch feels smell and occasionally taste
NDGT-345||maybe the excess gravity doesn't come from matter and energy at all but emanates from some other conceptual thing
NDGT-347||Knology for more than forty years combining his far-ranging insights into the cosmos with a colorful means of expression and an impressive ability to antagonize his colleagues
NDGT-352||Galaxy in which stars move in orbits they respond to the Gravity from all the other stars or in clusters of galaxies each Galaxy likewise feels the Gravity from all the other galaxies
NDGT-353||in this spirit I made a page of formulas in his notebook Einstein wrote a rhyme more ringing Lee in German than in this English translation in honor of Isaac Newton
NDGT-354||look unto the Stars to teach us how the Masters thoughts can reach us each one follows Newton's math silently along its path
NDGT-355||when we examine the coma cluster as Wiki did during the 1930s refine that its member galaxies are all moving more rapidly than the escape velocity for the cluster
NDGT-356||constitutes swiftly fly apart leaving barely a trace of its beehive existence after just a few hundred million years had passed but the cluster is more than 10 billion years old which is nearly as old as the universe is
NDGT-357||and so was born what Remains the longest-standing Unsolved Mystery in astrophysics
NDGT-358||across the decades that followed sawicki's work other galaxies clusters revealed the same problem so coma cannot be blamed for being peculiar
NDGT-359||then what or who should we blame Newton but I wouldn't not just yet his theories have been examined for 250 years and passed all tests
NDGT-361||today we've settled on the moniker dark matter which makes no assertion that anything's missing yet nonetheless implies that some new kind of
NDGT-362||matter must exist waiting to be discovered
NDGT-363||Justice astrophysicists had come to accept dark matter in Galaxy clusters of the mysterious thing the problem reared its invisible head once again
NDGT-364||in 1976 the lake Vera Rubin and astrophysicist at the Carnegie Institution of Washington discovered a similar mass anomaly within spiral galaxies themselves
